"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin2","fin4","fin5","fin6","fin7","fin8","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14a","fin14a1","fin14b","fin16","fin17a","fin17a1","fin20","fin22a","fin22b","fin24","fin24a","fin24b","fin30","fin31a","fin31b","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin44a","fin44b","fin44c","fin44d","fin45","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Iran, Islamic Rep.","IRN",158399738,1.35191698410209,1,17,2,3,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,,,,,2,2,2,1,2,2,,2,2,2,2,3,3,2,,,,2,,,,,,2,2,,,,,1,1,2,2,2,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",113527345,0.753626248173441,2,28,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,2,1,1,1,1,1,2,2,2,1,2,1,3,2,2,1,1,1,,1,2,1,2,,,1,2,1,2,,,3,2,3,3,,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",170577507,0.682052748099505,1,28,3,3,2,,1,1,0,1,1,2,1,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,2,3,3,2,,,,2,,,,,,1,2,2,2,2,1,1,1,2,2,2,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",119709998,0.304363756797461,1,61,1,1,2,,1,1,0,1,2,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,5,1,1,2,,,,2,,,,,,1,2,1,2,,,1,1,1,1,5,0,1,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",161840287,0.865996644592506,2,52,2,5,1,,1,1,0,1,1,2,1,2,,,2,,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,3,2,1,1,1,2,,2,,,,,,1,2,1,2,,,1,1,2,2,1,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",164524267,0.66373351906875,2,40,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,1,1,1,1,,2,2,1,3,3,3,1,1,1,,1,2,1,2,,,1,2,2,2,2,1,3,2,3,3,,1,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",126154907,0.957694409042235,1,21,2,2,1,,1,1,0,1,2,2,1,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,1,1,1,1,1,0,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",168416702,1.18721516340286,2,23,2,5,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,1,1,1,1,,2,2,2,1,3,3,2,,,,1,1,1,2,,,2,2,,,,,2,2,2,3,2,1,0,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",111844947,1.45798432990322,2,18,2,4,2,,1,1,0,1,2,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,2,1,2,2,,2,2,2,2,2,1,2,,,,2,,,,,,1,2,1,2,,,2,1,2,2,1,0,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",193887550,1.02019266850367,2,46,1,3,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,2,2,2,,2,1,2,3,2,4,1,2,1,,1,2,1,2,,,1,2,2,2,2,1,1,2,2,2,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",143603115,1.27950850382091,2,18,2,3,1,,0,0,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,1,2,,,,,2,2,2,2,2,2,,2,2,2,3,3,1,2,,,,2,,,,,,2,2,,,,,2,1,2,2,2,0,1,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",146657267,1.48553520615534,2,34,2,3,1,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,1,2,2,,2,2,1,6,2,1,2,,,,2,,,,,,2,2,,,,,1,1,1,4,1,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",120962340,0.755846601116555,1,29,3,3,1,,1,1,0,2,,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,1,2,2,2,2,,,,,,1,2,1,2,,,3,3,3,1,,1,0,4,1,4,,3,,1,1,1,
"Iran, Islamic Rep.","IRN",158469021,0.580276532158148,2,63,2,4,2,,1,1,0,1,1,1,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,1,1,1,1,2,2,,1,1,1,2,3,3,1,1,1,,2,,,,,,1,1,1,2,,,1,1,2,2,1,0,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",171383275,0.737100261502171,1,53,3,5,2,,1,1,0,1,1,2,2,2,,,1,1,2,,1,,,,,,,,,,,,,,2,2,2,2,2,1,,2,2,2,1,3,3,2,,,,2,,,,,,2,2,,,,,2,2,3,3,2,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",129936341,1.65187553896567,2,39,2,3,1,,1,1,0,1,1,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,6,1,1,1,1,2,,2,,,,,,1,2,2,2,2,2,1,1,2,1,2,0,1,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",115347332,0.94336158931076,1,18,2,4,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,,2,,,,,,2,2,,,,,2,2,3,2,1,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",201611757,0.510303644969496,2,75,2,5,2,,1,1,0,1,1,2,1,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,1,2,,,,,,1,1,1,2,,,1,1,2,1,2,0,0,4,1,1,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",187875084,0.475420453405994,1,51,2,5,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,2,2,2,,,,2,,,,,,1,2,1,2,,,3,1,2,4,2,1,1,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",156603735,0.437395351738078,1,50,2,5,1,,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,2,1,2,3,2,2,2,,,,2,,,,,,1,2,1,2,,,2,2,3,3,1,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",198827590,3.29963626608845,2,24,3,1,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,3,3,2,,,,1,2,1,2,,,1,2,1,2,,,3,3,3,3,,0,1,1,1,4,,4,,1,4,1,
"Iran, Islamic Rep.","IRN",137040184,1.23132790350068,2,35,2,1,1,,1,1,0,1,1,2,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,1,5,2,1,2,,,,2,,,,,,2,2,,,,,1,1,2,4,1,1,1,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",186512764,1.1139845300123,1,35,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,,2,2,2,1,2,2,1,1,1,,1,1,1,2,,,2,1,1,2,,,3,3,3,3,,1,0,1,4,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",174005227,0.786065622071648,1,25,2,2,2,,1,1,0,1,1,1,1,2,,,2,,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,5,2,2,1,2,2,1,2,,,,,,1,2,2,2,2,2,1,1,2,1,2,1,1,4,3,4,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",123539831,0.790988985626268,1,53,2,5,2,,1,1,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,2,,,,2,,,,,,1,2,1,2,,,2,3,1,4,1,1,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",135887087,0.857449434499169,2,58,2,4,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,1,2,2,1,1,1,2,2,2,3,3,3,1,1,1,,2,,,,,,2,1,2,2,1,,2,2,3,3,1,1,0,4,4,2,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",143709064,0.673460682491819,1,64,1,2,2,,0,0,0,2,,,,,,,,,,,,2,2,3,1,1,2,1,1,1,,,,,2,2,2,2,2,2,,2,2,2,4,2,1,2,,,,2,,,,,,2,2,,,,,2,2,2,3,1,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",191495687,1.24174230464324,2,52,1,1,1,,1,1,0,1,1,2,2,2,,,1,2,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,3,1,1,1,2,2,1,1,2,1,2,,,1,2,2,2,2,2,1,1,2,1,1,0,0,1,3,4,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",144691303,1.0427699144675,2,64,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,,1,1,2,2,1,,2,1,2,2,2,1,1,1,1,2,2,1,1,2,4,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",151378653,0.54757061612137,1,49,2,1,2,,0,0,0,2,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,2,2,1,2,2,2,,2,2,2,3,1,1,2,,,,2,,,,,,2,2,,,,,2,1,2,1,4,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",147722504,0.699181918504213,2,40,2,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,2,2,3,2,1,1,1,,1,1,1,2,,,1,2,1,2,,,1,2,2,2,1,0,0,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",203924107,0.838589890112485,2,68,1,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,1,1,,1,2,2,1,2,2,1,1,1,,2,,,,,,1,1,1,2,,,2,2,3,4,1,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",130698266,1.0999203157811,1,21,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,1,2,2,2,,2,2,2,2,3,2,2,,,,2,,,,,,2,2,,,,,2,3,3,2,1,0,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",207037462,1.09915631163303,1,39,2,2,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,6,1,1,1,2,2,1,2,,,,,,2,2,,,,,1,1,1,1,4,1,1,4,4,4,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",160158074,0.507256535553773,2,53,2,2,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,1,1,1,1,2,2,2,2,2,2,4,1,1,1,1,1,,2,,,,,,2,2,,,,,2,1,2,1,4,0,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",163084024,0.498814312969021,1,50,3,3,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,2,2,2,2,1,1,1,1,1,,2,,,,,,2,2,,,,,1,1,1,4,2,0,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",155385730,0.804333372512901,2,72,1,3,1,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,2,2,2,1,1,2,,2,,,,,,1,1,1,2,,,1,1,1,4,1,0,1,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",118762404,0.954212455881476,1,36,2,4,2,,1,1,0,1,1,2,2,2,,,2,,1,2,1,,,,,,,,,,,,,,1,2,2,2,2,1,,2,2,1,2,2,2,1,1,1,,2,,,,,,1,2,2,2,2,1,1,1,1,2,2,1,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",148503464,0.487040322535693,1,46,2,3,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,,2,2,1,1,3,2,2,,,,2,,,,,,1,2,1,2,,,1,2,2,2,1,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",140580375,1.45857210448393,2,32,2,1,2,,1,1,0,1,1,2,2,1,1,2,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,2,1,1,2,,2,,,,,,2,2,,,,,1,1,2,1,2,0,1,4,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",191195793,1.27702969396366,1,33,3,3,1,,1,1,1,1,1,1,1,2,,,2,,1,1,2,,,,,,,,,,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,3,1,1,2,1,,2,,,,,,1,2,1,2,,,1,1,2,4,2,1,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",117865045,1.53039829214747,2,45,1,2,1,,1,1,0,1,1,1,2,2,,,1,3,1,2,2,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,2,3,1,2,1,2,1,,1,2,2,2,1,,1,2,1,2,,,2,2,1,1,2,0,0,2,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",202637147,0.678286082312271,2,40,3,4,2,,1,1,0,1,1,1,2,1,1,1,1,2,2,,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,1,2,2,3,2,1,1,1,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,1,3,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",185804121,1.34779918533955,2,36,3,4,1,,1,1,1,1,1,1,1,2,,,1,1,1,2,1,,,,,,,,,,1,1,2,1,2,1,1,2,2,2,2,1,1,2,3,2,3,1,1,1,,1,1,2,2,2,2,1,2,1,2,,,1,2,2,2,1,1,1,3,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",205368561,0.739668406409908,2,62,2,3,2,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,2,5,2,1,1,1,1,,2,,,,,,2,1,1,2,,,1,1,1,4,1,0,0,4,4,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",174333984,1.11012590202332,2,34,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,1,,2,1,2,1,3,2,2,,,,1,2,1,2,,,1,2,2,2,1,,3,3,3,3,,1,1,1,2,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",154062518,1.69014632550272,2,21,2,5,1,,1,1,1,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,,2,,,,,,2,2,,,,,2,2,2,3,1,1,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",162302559,0.833064776872086,2,61,1,2,1,,1,1,0,1,2,2,1,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,6,1,1,2,,,,2,,,,,,1,2,2,2,2,1,1,1,2,2,1,0,1,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",155053950,0.72790350664341,1,39,2,2,1,,1,1,0,1,1,2,1,2,,,2,,1,2,2,,,,,,,,,,,,,,2,1,2,2,2,2,,1,2,1,6,1,1,1,1,1,,2,,,,,,1,2,1,2,,,1,1,1,4,6,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",195554140,0.852019126561579,1,50,1,2,1,,1,1,0,1,1,2,2,2,,,2,,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,4,1,4,2,,,,2,,,,,,1,2,2,2,1,,2,1,2,4,1,0,1,4,2,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",179558237,0.792209155533739,1,32,3,1,1,,1,1,0,1,1,2,2,2,,,2,,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,1,,1,2,1,1,2,1,2,,,,2,,,,,,1,2,2,2,2,2,1,1,2,4,2,1,1,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",174696097,0.500344513068596,2,81,1,5,1,,1,1,0,1,2,2,2,2,,,1,2,1,3,2,,,,,,,,,,,,,,2,2,2,2,2,1,,1,2,1,1,2,2,2,,,,2,,,,,,1,1,1,2,,,2,1,2,4,6,1,1,4,1,1,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",150851977,0.337023579247442,1,60,2,4,2,,1,1,0,1,2,2,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,5,1,1,2,,,,2,,,,,,2,2,,,,,3,3,3,3,,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",133701425,0.673460682491819,1,61,1,5,2,,1,1,0,1,2,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,1,2,,,,2,,,,,,2,2,,,,,1,1,2,4,1,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",130400806,0.731885748373993,2,62,2,4,1,,1,1,0,1,1,1,1,1,2,1,1,2,2,,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,2,3,1,2,1,2,1,,2,,,,,,1,1,1,2,,,1,1,2,4,1,0,0,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",158612436,0.521425032000063,2,46,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,1,1,,2,2,2,1,3,3,1,1,1,,2,,,,,,1,2,1,2,,,2,2,3,3,1,1,0,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",202585459,1.18864069377177,2,18,2,1,1,,1,1,0,1,1,2,2,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,1,2,1,2,,,,2,,,,,,2,2,,,,,1,2,2,3,2,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",166982724,0.890117831334968,2,70,1,4,1,,1,1,0,1,1,2,2,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,2,3,3,3,1,2,2,1,2,,,,,,2,2,,,,,3,3,3,3,,1,0,4,4,4,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",183699384,0.678286082312271,2,46,3,5,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,1,1,1,2,2,2,2,2,1,3,2,2,1,1,1,,1,2,1,2,,,1,2,1,2,,,1,1,2,2,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",117230746,0.735399145146191,2,44,2,1,1,,1,1,0,1,1,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,2,1,1,1,1,2,2,1,2,,,,,,1,2,1,2,,,1,1,1,1,1,1,1,4,1,4,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",160825086,1.58206232309324,2,34,2,1,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,6,1,1,2,,,,1,2,1,2,,,1,2,1,2,,,1,1,2,2,1,0,1,1,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",117558297,1.41514344273443,1,19,2,2,1,,1,1,0,1,1,2,2,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,1,1,2,,,,1,2,1,2,,,1,2,2,2,2,2,1,1,1,1,1,0,1,1,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",138442568,0.577534334643031,2,42,2,2,1,,1,1,1,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,2,1,,2,,,,,,1,2,1,2,,,2,3,3,3,,1,0,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",152009784,1.05702961923813,1,17,2,4,1,,0,0,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,,,,,2,2,2,2,2,2,,2,2,2,2,1,1,2,,,,2,,,,,,2,2,,,,,2,2,2,2,2,0,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",181385409,1.49690674581514,2,28,3,5,1,,1,1,1,1,1,1,2,2,,,1,2,1,1,1,,,,,,,,,,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,1,1,2,,1,2,1,2,,,2,2,,,,,3,3,3,3,,0,0,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",183589003,1.4529221763761,1,22,3,2,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,,2,,,,,,1,2,2,2,2,2,2,3,3,3,,0,1,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",164240818,1.1156002363569,1,49,1,3,1,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,2,2,2,7,,,1,2,2,2,2,,,,,,2,2,,,,,1,1,1,1,1,0,0,4,4,4,,3,,1,2,0,
"Iran, Islamic Rep.","IRN",122382816,1.1322168328482,2,20,2,1,1,,1,1,0,1,1,1,2,2,,,2,,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,2,2,,,,2,,,,,,2,2,,,,,2,2,2,2,2,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",120014478,0.872600746311561,2,38,2,4,1,,1,1,1,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,1,2,2,2,,2,1,1,2,1,1,1,1,2,,2,,,,,,1,2,1,1,,,1,1,1,3,1,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",154128900,0.515377591133649,1,56,2,3,2,,1,1,0,1,1,1,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,1,2,1,2,,2,1,2,3,3,2,1,1,1,,2,,,,,,1,1,1,2,,,1,2,2,1,1,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",141428152,0.586453640832749,2,57,2,4,2,,1,1,0,1,1,2,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,2,1,1,2,,2,,,,,,1,1,1,2,,,1,1,1,1,1,0,0,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",165207776,1.4529221763761,1,27,3,4,2,,1,1,0,1,1,2,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,1,1,1,1,,2,2,2,1,3,3,2,,,,2,,,,,,2,2,,,,,1,2,2,3,1,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",197978142,0.949206994695014,1,36,3,2,2,,1,1,0,2,,2,2,2,,,2,,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,5,1,1,1,1,1,,2,,,,,,2,2,,,,,2,3,3,2,1,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",150983268,2.04956558258736,2,84,1,1,1,,1,1,0,1,1,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,7,,,1,2,2,1,2,,,,,,1,1,2,2,2,1,2,1,2,2,1,0,0,4,1,1,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",114737933,0.752077113929838,2,42,3,3,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,2,2,2,3,2,1,1,1,1,,1,2,1,1,,,1,2,2,2,2,2,1,1,1,1,4,0,0,1,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",137500844,0.599941249658692,2,19,2,1,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,2,2,2,2,,2,2,1,3,3,2,1,1,1,,1,2,1,2,,,1,2,2,2,2,1,3,3,3,3,,1,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",157860705,1.49824633539853,2,32,2,2,1,,1,1,0,1,1,2,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,3,2,2,,,,1,2,2,2,1,,1,2,1,2,,,1,1,2,2,2,0,1,2,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",139178778,1.26604277119753,1,32,2,1,2,,1,1,0,1,1,2,2,1,1,2,2,,2,,1,,,,,,,,,,,,,,1,2,2,2,2,2,,2,2,2,2,1,1,2,,,,2,,,,,,2,2,,,,,1,1,1,1,1,0,1,4,4,4,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",175135283,0.901853172329759,2,45,2,2,1,,1,1,0,1,1,2,1,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,2,2,2,,,,2,,,,,,2,2,,,,,1,1,1,1,1,0,1,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",189224422,0.697870882503641,2,38,3,3,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,2,3,1,1,1,2,1,,1,1,1,2,,,2,2,,,,,1,2,1,2,4,0,0,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",147352385,0.635524911565647,1,44,2,1,2,,0,0,0,2,,,,,,,,,,,,2,1,2,2,2,1,1,2,2,,,,,2,2,2,2,2,2,,2,2,2,2,1,2,2,,,,2,,,,,,2,2,,,,,1,1,2,2,3,0,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",181617108,0.849627538715994,1,34,2,2,2,,1,1,0,1,2,2,1,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,4,2,2,1,1,2,,2,,,,,,2,2,,,,,3,3,3,3,,0,0,4,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",201779063,0.61333343691143,1,41,2,3,2,,1,1,0,1,1,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,2,1,2,,,,2,,,,,,2,2,,,,,2,1,2,2,2,0,1,4,4,4,,4,,1,1,1,
