"year_b","id_i","weight_d","respondent_age_o","respondent_education_level_o","in_the_workforce_b","household_income_quintile_o","main_source_emergency_funds_c","has_account_b","has_financial_institution_account_b","has_mobile_money_account_b","made_or_received_digital_payment_b","received_government_pension_b","received_government_transfers_c","received_government_pension_payment_c","used_phone_for_finance_b","owns_mobile_phone_b","saved_in_past_year_b","any_deposit_into_account_b","any_withdrawal_from_account_b","reason_no_account_c","borrowed_in_the_past_year_c"
2017,911,1.9544700811243398,41,1,1,0,2,1,1,1,1,0,1,0,1,1,1,1,1,NA,3
2017,913,1.9986919526812086,33,NA,0,3,0,1,1,0,1,0,3,0,0,1,0,1,1,NA,1
2017,915,1.5473073640406303,43,1,0,2,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,0
2017,916,1.663276984939123,29,1,0,1,5,0,0,0,0,0,0,0,NA,1,0,NA,NA,6,2
2017,917,0.5194434223986433,47,2,0,4,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,2
2017,918,1.4692047942425068,19,1,0,4,2,1,1,0,1,0,1,0,0,1,1,1,1,NA,1
2017,921,1.0212231432514831,26,2,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,NA,3
2017,923,0.2860514716047312,32,2,1,3,0,1,1,0,1,0,1,0,NA,1,0,NA,NA,1,1
2017,926,2.9536587195081534,16,1,0,1,2,1,1,1,1,0,1,0,NA,1,1,NA,NA,5,1
2017,927,0.9619343639252539,46,0,1,4,0,1,1,0,1,0,1,0,0,1,0,0,0,NA,3
2017,928,0.31514344007227757,27,1,0,1,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,NA,0
2017,929,0.49184955317374596,30,1,0,2,0,1,1,0,1,0,0,0,0,1,0,0,1,NA,1
2017,931,0.7849709954963814,35,1,0,2,1,1,1,0,1,0,1,0,0,1,1,0,0,NA,0
2017,932,2.0279127871381624,28,1,0,1,0,1,1,0,1,0,1,0,NA,0,0,NA,NA,1,3
2017,934,2.2038071913637594,16,1,0,3,3,1,1,0,1,0,0,0,NA,1,1,NA,NA,NA,0
2017,935,1.9141975585034898,37,1,1,4,2,1,1,0,1,0,3,0,1,1,1,1,1,NA,0
2017,936,0.9865378754920365,28,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,NA,0
2017,937,0.38380159663673075,45,1,0,4,2,1,1,0,1,0,0,0,NA,1,0,NA,NA,NA,1
2017,938,1.3976910633549937,34,1,1,0,4,1,1,0,1,0,1,0,0,1,1,0,1,NA,2
2017,940,0.6256786789878679,31,1,0,3,1,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,0
2017,943,0.2860514716047312,43,2,1,4,3,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2017,946,1.4880251085067875,55,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,NA,2
2017,947,0.31514344007227757,15,0,1,3,0,1,1,0,NA,0,2,0,0,1,0,1,1,NA,1
2017,949,0.38380159663673075,44,1,0,2,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,4
2017,950,0.7659173574386122,25,2,1,3,0,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2017,951,0.6493042779983037,48,2,0,2,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,4
2017,952,2.9384095884850137,21,1,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,6,1
2017,954,1.5473073640406303,49,1,0,2,0,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2017,956,0.31514344007227757,24,2,0,4,2,1,1,0,1,0,0,0,0,1,1,1,1,NA,1
2017,959,0.38380159663673075,46,1,0,4,1,1,1,0,1,1,0,1,1,1,1,1,1,NA,4
2017,961,0.925079605721244,63,1,0,4,1,1,1,0,1,1,0,1,0,1,0,0,0,NA,0
2017,964,1.0315382426937536,40,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2017,965,0.4695067587634183,69,2,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,0
2017,969,0.5274389217994272,32,1,0,2,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2017,970,0.8391324034683821,52,2,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,2
2017,972,0.9000644156666778,99,NA,0,0,5,1,1,0,NA,0,0,0,0,1,1,0,1,NA,1
2017,974,0.2860514716047312,99,2,1,4,0,1,1,0,1,0,0,0,0,1,1,1,0,NA,0
2017,975,0.9651504756239917,64,1,0,2,0,1,1,0,1,1,1,1,0,0,0,1,1,NA,0
2017,976,0.3254744655173589,40,2,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,NA,3
2017,982,0.6476766509372441,31,2,1,3,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,3
2017,983,0.4960083695022625,55,0,0,4,2,1,1,0,1,0,1,0,0,1,0,1,1,NA,2
2017,984,0.2860514716047312,37,2,1,4,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,2
2017,985,0.5274389217994272,36,1,0,4,0,1,1,0,1,0,1,0,0,1,1,1,1,NA,1
2017,988,0.9836991063474919,32,0,0,0,2,1,1,1,1,0,1,0,1,1,1,1,1,NA,3
2017,990,2.326569033971238,20,1,0,0,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2017,991,0.562776638388657,28,2,1,2,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2017,992,0.7849709954963814,34,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,NA,2
2017,994,0.5106115716257416,26,2,1,2,3,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2017,996,1.4356481688776173,30,0,0,3,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,997,0.49954189642025215,65,2,0,2,4,1,1,0,1,1,1,1,1,1,0,1,1,NA,3
2017,1002,0.31527636317274,37,2,1,2,3,1,1,1,1,0,0,0,1,1,0,1,1,NA,2
2021,3,1.4529221763761,26,2,1,2,4,1,1,0,1,0,0,0,1,1,1,1,0,NA,0
2021,6,0.663150639204212,40,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,NA,3
2021,7,1.21628530349557,18,1,1,4,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,6,0
2021,8,0.906712137752426,65,0,1,0,4,1,1,0,1,1,0,3,0,1,0,0,0,NA,0
2021,9,0.957694409042235,24,1,0,1,2,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2021,12,0.807443148634791,17,1,0,4,1,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,13,1.78248430252274,21,1,0,4,2,1,1,0,1,0,0,0,0,0,0,1,1,NA,0
2021,14,0.492914412942408,74,0,0,4,2,1,1,0,1,1,1,1,0,1,0,1,1,NA,0
2021,15,0.55650676941071,47,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,NA,0
2021,17,1.00913977073577,57,0,0,0,2,1,1,0,1,0,1,0,NA,0,0,NA,NA,3,1
2021,18,0.585493104962372,63,0,0,4,2,1,1,0,1,0,0,0,0,1,0,1,0,NA,4
2021,19,0.304363756797461,62,0,0,4,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,1
2021,20,0.562098452749112,51,0,0,4,1,1,1,0,1,0,0,0,1,1,1,0,1,NA,0
2021,21,0.553155422985767,42,1,0,3,1,1,1,1,1,0,3,0,1,1,1,1,1,NA,0
2021,22,1.22075641199787,22,1,0,4,2,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2021,24,0.867147490298077,42,0,0,0,4,1,1,0,1,0,1,0,0,1,0,0,0,NA,3
2021,25,0.553155422985767,43,1,0,4,0,1,1,0,1,1,1,1,1,1,0,0,1,NA,0
2021,26,1.12849943846652,35,2,1,4,3,1,1,1,1,0,0,0,1,1,0,1,1,NA,1
2021,27,0.38301857123784,49,2,1,4,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,2
2021,29,0.761627846792223,69,0,0,1,0,0,0,0,0,0,3,0,NA,1,0,NA,NA,5,0
2021,31,0.735249453264775,38,1,0,0,6,1,1,0,1,0,0,0,0,1,0,0,1,NA,0
2021,34,1.89356855319172,15,0,0,2,1,1,1,0,1,0,0,0,1,1,1,1,0,NA,0
2021,36,0.483916949434937,42,2,0,2,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,2
2021,37,1.46422586123045,39,1,1,0,4,1,1,0,NA,0,0,0,0,1,1,0,0,NA,0
2021,40,1.45957001930569,39,2,0,1,6,1,1,0,1,0,1,0,1,1,0,0,0,NA,2
2021,42,0.549863894385672,40,1,0,1,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,1
2021,43,0.951964676627911,15,1,0,2,2,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,45,1.08505416392648,35,1,0,3,4,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2021,46,0.648948517090567,22,1,0,2,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,2
2021,47,1.08132599838148,36,1,0,1,4,1,1,0,1,0,0,0,0,1,1,0,1,NA,1
2021,48,0.497116617573888,63,2,0,4,2,1,1,0,1,1,0,1,0,1,1,0,0,NA,0
2021,51,1.22957071818259,30,2,1,4,1,1,1,0,1,0,0,0,1,1,0,1,1,NA,3
2021,52,0.744765680518245,45,0,1,0,4,1,1,0,NA,0,3,0,0,1,1,0,0,NA,4
2021,55,0.949945092234224,34,1,0,2,6,1,1,0,1,0,0,0,0,1,0,1,0,NA,0
2021,56,1.16385671416796,25,1,1,2,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,59,1.3629370771471,26,1,1,2,2,1,1,0,1,0,0,0,1,0,0,0,1,NA,1
2021,61,0.743463570949164,29,1,0,2,2,1,1,0,1,0,0,0,NA,1,1,NA,NA,5,1
2021,65,0.991275209489569,20,1,0,0,5,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2021,66,0.407949219712598,59,0,0,4,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,0
2021,70,0.567922485289391,40,2,1,4,3,1,1,0,1,0,0,0,1,1,1,0,1,NA,0
2021,71,0.673460682491819,55,0,0,1,2,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,72,0.886600104255581,22,2,0,2,2,1,1,0,NA,0,0,0,0,1,1,0,0,NA,0
2021,73,0.799421707962695,40,0,1,1,4,1,1,0,1,0,1,0,0,1,0,1,1,NA,3
2021,74,1.35191698410209,17,1,0,2,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,3,0
2021,76,0.682052748099505,28,2,0,2,2,1,1,0,1,0,1,0,0,1,0,0,0,NA,3
2021,77,0.304363756797461,61,0,0,0,5,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2021,80,0.957694409042235,21,1,1,1,2,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2021,86,0.755846601116555,29,2,1,2,1,1,1,0,1,0,1,0,0,1,1,0,0,NA,0
2021,88,0.737100261502171,53,2,0,4,1,1,1,0,1,0,0,0,0,1,1,1,0,NA,0
2021,90,0.94336158931076,18,1,0,3,2,1,1,1,1,0,0,0,1,1,0,1,1,NA,4
2021,92,0.475420453405994,51,1,0,4,2,1,1,0,1,0,1,0,0,1,1,1,1,NA,1
2021,93,0.437395351738078,50,1,1,4,3,1,1,0,1,0,1,0,1,1,0,1,1,NA,2
2021,96,1.1139845300123,35,2,1,4,1,1,1,0,1,1,0,1,1,1,1,1,1,NA,0
2021,97,0.786065622071648,25,1,0,1,5,1,1,0,1,0,3,0,1,1,1,0,1,NA,1
2021,98,0.790988985626268,53,1,0,4,1,1,1,0,1,0,1,0,NA,1,1,NA,NA,5,0
2021,100,0.673460682491819,64,0,0,1,4,0,0,0,0,0,0,0,NA,1,0,NA,NA,2,0
2021,103,0.54757061612137,49,1,0,0,3,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,0
2021,106,1.0999203157811,21,2,1,4,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,107,1.09915631163303,39,1,1,1,6,1,1,0,1,0,0,0,0,1,1,1,1,NA,4
2021,109,0.498814312969021,50,2,0,2,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,111,0.954212455881476,36,1,0,3,2,1,1,0,1,0,1,0,0,1,1,0,1,NA,1
2021,112,0.487040322535693,46,1,1,2,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,1
2021,114,1.27702969396366,33,2,1,2,2,1,1,1,1,0,1,0,1,1,1,0,1,NA,4
2021,122,0.72790350664341,39,1,1,1,6,1,1,0,1,0,1,0,0,1,0,0,1,NA,1
2021,123,0.852019126561579,50,0,1,1,4,1,1,0,1,0,2,0,0,1,0,0,1,NA,2
2021,124,0.792209155533739,32,2,1,0,1,1,1,0,1,0,3,0,0,1,1,0,1,NA,1
2021,126,0.337023579247442,60,1,0,3,5,1,1,0,NA,0,0,0,0,1,0,1,1,NA,0
2021,127,0.673460682491819,61,0,0,4,2,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2021,135,1.41514344273443,19,1,1,1,2,1,1,0,1,0,3,0,0,1,0,1,1,NA,1
2021,137,1.05702961923813,17,1,1,3,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,2,0
2021,139,1.4529221763761,22,2,1,1,2,1,1,1,1,0,3,0,1,1,0,1,1,NA,1
2021,140,1.1156002363569,49,0,1,2,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,0
2021,143,0.515377591133649,56,1,0,2,3,1,1,0,1,1,1,1,1,1,1,1,1,NA,2
2021,145,1.4529221763761,27,2,0,3,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,4
2021,146,0.949206994695014,36,2,0,1,5,1,1,0,1,0,0,0,0,1,0,0,1,NA,2
2021,151,1.26604277119753,32,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,NA,4
2021,154,0.635524911565647,44,1,0,0,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,0,0
2021,155,0.849627538715994,34,1,0,1,4,1,1,0,1,0,0,0,0,1,0,0,0,NA,0
2021,156,0.61333343691143,41,1,0,2,2,1,1,0,1,0,0,0,0,1,0,0,0,NA,1
2021,157,0.755846601116555,27,2,0,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2021,159,0.587611668446299,45,0,1,3,3,1,1,0,1,0,1,0,NA,1,1,NA,NA,5,0
2021,160,0.647192677324807,40,2,1,4,3,1,1,0,1,0,1,0,1,1,0,1,1,NA,3
2021,161,1.21154104245959,18,1,1,3,2,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2021,163,1.23998443337487,50,0,0,1,2,1,1,0,1,0,1,0,NA,1,0,NA,NA,1,1
2021,165,0.985028035709519,30,2,0,3,2,1,1,0,1,0,2,0,1,1,0,1,1,NA,1
2021,166,2.84348082206135,20,0,0,2,1,1,1,0,NA,0,3,0,0,0,1,0,0,NA,0
2021,168,0.957663212195337,25,1,0,2,1,1,1,0,1,0,0,0,1,1,1,0,1,NA,0
2021,169,0.571821845163763,59,2,0,4,1,1,1,0,1,1,0,1,1,1,1,1,1,NA,2
2021,170,0.56036288422897,47,1,0,3,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,0
2021,171,0.949206994695014,35,2,1,3,1,1,1,0,NA,0,0,0,0,1,1,1,1,NA,0
2021,172,1.15097471887008,39,1,1,1,2,1,1,0,1,0,0,0,1,1,0,1,0,NA,0
2021,178,1.1139845300123,37,2,0,4,2,1,1,1,1,0,0,0,1,1,1,1,1,NA,2
2021,179,0.916997280423462,40,0,0,0,1,1,1,0,1,0,3,0,0,1,1,1,1,NA,0
2021,183,1.16216402829779,43,0,0,1,2,1,1,0,1,0,1,0,1,1,0,0,1,NA,2
2021,185,0.759843711680901,17,1,0,2,1,1,1,0,NA,0,NA,0,0,1,1,0,0,NA,0
2021,186,0.705120569363098,40,1,0,3,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,187,0.673460682491819,50,0,0,3,1,0,0,0,0,0,0,0,NA,1,1,NA,NA,5,1
2021,188,0.842057732524697,15,1,1,1,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2021,190,0.97383628314662,39,2,0,3,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,194,0.705120569363098,42,1,1,2,4,1,1,0,1,0,0,0,1,1,0,1,1,NA,4
2021,195,0.569898255308493,56,1,0,4,4,1,1,0,1,0,0,0,0,1,1,1,1,NA,1
2021,199,1.01351919112218,18,1,0,0,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,2
2021,201,0.462559910495147,60,0,0,2,2,1,1,0,1,0,1,0,1,1,1,1,1,NA,4
2021,206,0.485844194284956,50,1,0,4,3,1,1,0,1,1,0,1,0,1,1,1,1,NA,0
2021,209,0.967889173286292,16,1,0,1,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,210,0.56854559715154,41,1,0,0,2,1,1,0,1,0,1,0,0,1,1,1,1,NA,1
2021,212,2.00964783120906,37,0,1,2,2,1,1,0,1,0,2,0,0,0,1,1,1,NA,1
2021,213,1.34118872445962,47,0,0,1,NA,1,1,0,NA,0,2,0,0,0,0,NA,NA,NA,0
2021,217,0.466386878740138,44,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,NA,4
2021,218,0.572570033825903,42,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2021,226,0.94336158931076,22,1,0,4,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2021,229,1.40508174252781,34,2,1,2,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,3
2021,230,0.909966518670987,20,1,1,4,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2021,231,1.42002296899505,37,2,0,2,3,1,1,0,1,1,1,1,1,1,0,1,1,NA,0
2021,232,0.83409638916075,30,1,1,2,2,1,1,0,1,0,0,0,0,1,1,1,1,NA,4
2021,233,0.761627846792223,59,0,0,4,4,1,1,0,1,1,3,3,1,1,0,1,1,NA,0
2021,234,0.680787354818466,75,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,0
2021,236,1.64969543387102,55,0,0,1,2,1,1,0,1,0,3,0,0,1,0,0,1,NA,1
2021,237,0.771551645709116,55,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,NA,3
2021,238,1.09008409810304,34,2,0,0,2,1,1,0,1,0,3,0,0,1,1,1,1,NA,4
2021,240,0.890601185822197,36,1,0,2,1,1,1,0,1,0,3,0,0,1,1,1,1,NA,2
2021,241,1.06184780069402,17,1,0,0,1,1,1,0,NA,0,0,0,0,1,0,0,0,NA,1
2021,242,0.648969945320242,61,0,0,2,2,1,1,0,1,0,0,0,0,1,1,1,0,NA,4
2021,249,0.807443148634791,18,1,0,3,2,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2021,250,0.761627846792223,73,0,0,4,3,0,0,0,0,0,0,0,NA,1,0,NA,NA,NA,4
2021,251,1.11019312636233,39,2,1,2,3,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,253,0.967432605558074,36,2,1,2,6,1,1,0,1,0,0,0,1,1,1,1,1,NA,3
2021,254,1.09915631163303,34,1,1,2,2,1,1,0,1,0,3,0,1,1,1,1,1,NA,2
2021,255,1.08132599838148,34,1,1,0,2,1,1,0,1,0,1,0,1,1,0,1,1,NA,3
2021,263,0.831597435265154,42,1,0,1,2,1,1,0,1,0,3,0,0,0,0,1,1,NA,1
2021,264,1.14009074383722,15,1,0,3,1,1,1,0,1,0,NA,0,1,1,1,1,1,NA,1
2021,267,2.42072842079837,32,0,0,0,2,0,0,0,0,0,0,0,NA,0,0,NA,NA,5,1
2021,268,0.967432605558074,36,2,0,0,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,269,0.602445240392049,47,2,0,2,NA,0,0,0,0,0,0,0,NA,1,0,NA,NA,2,0
2021,272,2.45625362178791,37,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,NA,1
2021,275,0.991275209489569,28,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,NA,0
2021,276,1.17798493541284,61,0,1,2,5,1,1,0,1,1,1,1,0,0,1,1,1,NA,0
2021,277,1.09782885295235,19,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,278,0.304363756797461,62,1,0,4,3,1,1,0,1,1,0,1,1,1,0,0,0,NA,0
2021,279,1.10722253435347,17,1,0,0,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,281,0.837792491900698,29,2,1,4,2,1,1,1,1,0,0,0,1,1,0,1,1,NA,1
2021,282,1.70091678785851,34,0,1,3,2,1,1,0,1,0,1,0,1,1,0,1,1,NA,4
2021,285,1.09660468702531,32,1,0,0,2,1,1,0,1,0,1,0,0,1,1,1,1,NA,0
2021,289,1.07132030036898,26,1,0,0,3,1,1,0,1,0,1,0,1,1,1,1,1,NA,1
2021,290,0.447898886803593,68,1,0,4,4,1,1,0,1,1,1,1,1,1,0,1,1,NA,2
2021,291,1.26203867071969,49,0,0,4,5,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0
2021,292,0.761627846792223,50,0,0,2,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,4,0
2021,293,0.852019126561579,50,0,1,0,3,1,1,0,1,0,1,0,1,1,0,1,1,NA,2
2021,297,1.12713654188859,23,2,1,4,3,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2021,299,1.44844293460191,20,1,1,3,2,1,1,0,1,0,1,0,0,1,0,1,1,NA,4
2021,300,0.373487428325927,86,1,0,4,4,1,1,0,1,0,0,0,0,1,1,0,1,NA,3
2021,301,1.01792654155641,36,2,0,0,6,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,302,0.976819715607819,32,1,0,2,3,1,1,0,1,0,1,0,1,1,0,1,1,NA,2
2021,303,0.867147490298077,45,0,0,0,2,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2021,304,1.44932184328596,30,0,1,1,3,1,1,1,1,0,0,0,1,1,0,1,1,NA,1
2021,306,0.94336158931076,18,1,0,0,2,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2021,309,1.0999203157811,27,2,1,0,2,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2021,310,0.673460682491819,61,0,0,3,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,0
2021,311,0.846802704495028,29,1,1,1,5,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,1
2021,314,0.984307809744946,27,1,0,3,1,1,1,0,1,0,3,0,0,1,1,0,0,NA,3
2021,319,0.429602152870201,61,1,0,1,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2021,320,1.0617398430157,30,1,0,2,1,1,1,0,1,0,1,0,0,1,1,0,1,NA,0
2021,321,0.983261062497106,23,2,1,3,5,1,1,0,1,0,0,0,1,1,0,0,1,NA,1
2021,323,0.696329429654212,36,1,0,3,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,327,0.714918671744704,31,2,0,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2021,329,1.14534819281853,32,0,0,2,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,330,0.516107599682841,52,0,1,1,3,1,1,0,1,0,3,0,0,1,0,1,1,NA,0
2021,333,0.864820644792756,33,2,0,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,3
2021,341,0.963536432973777,56,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,342,0.96730953532483,50,0,0,2,1,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,345,1.38309967717461,34,1,0,2,2,1,1,0,1,0,1,0,NA,1,0,NA,NA,0,1
2021,346,0.840653773313918,56,0,0,0,2,1,1,0,NA,0,0,0,0,1,1,0,0,NA,3
2021,350,0.651044837737721,45,2,1,3,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2021,352,1.24002734933676,30,2,0,4,5,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,353,0.843199904342594,20,1,1,0,2,1,1,0,NA,0,0,0,0,1,0,0,1,NA,1
2021,354,0.775823915039557,36,1,0,2,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,2
2021,356,0.957663212195337,27,1,0,3,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,4
2021,357,0.42536156990966,56,1,0,4,1,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,360,1.48611207228831,28,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,1,NA,1
2021,362,1.2783344072502,36,0,0,1,4,1,1,0,1,0,0,0,0,1,1,1,1,NA,2
2021,364,0.4713341904719,43,1,0,2,2,1,1,0,1,0,1,0,1,1,1,0,1,NA,1
2021,365,0.669808454811742,54,0,0,2,2,1,1,0,1,0,1,0,0,1,0,1,1,NA,3
2021,367,0.487040322535693,40,1,1,4,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,2
2021,368,1.36157470963693,57,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,NA,3
2021,369,0.461646583537987,50,1,0,2,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,1
2021,370,1.22075641199787,17,1,0,2,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,6,0
2021,372,1.64614019091396,30,2,0,3,2,1,1,0,1,0,0,0,0,1,0,1,0,NA,0
2021,373,0.553173442582659,49,1,0,3,2,1,1,1,1,0,0,0,1,1,0,1,1,NA,4
2021,375,0.304363756797461,63,1,0,4,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,0
2021,376,1.27846062304942,29,1,0,1,6,1,1,0,1,0,1,0,1,1,1,1,1,NA,2
2021,377,0.96526170239229,45,0,0,2,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,3
2021,379,0.70005019331496,50,1,0,0,2,1,1,0,NA,0,0,0,0,0,0,0,0,NA,1
2021,380,0.963536432973777,58,0,0,1,2,1,1,0,NA,0,0,0,0,1,0,0,0,NA,3
2021,383,1.66254921223782,30,2,1,3,1,1,1,0,1,0,3,0,1,1,1,1,1,NA,0
2021,390,0.540815489083296,53,1,0,1,2,1,1,0,NA,0,0,0,0,1,0,1,0,NA,1
2021,393,0.513657439614602,55,0,0,3,2,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2021,394,0.654138180602785,57,0,0,4,2,1,1,0,1,0,1,0,0,1,0,1,1,NA,3
2021,395,0.957694409042235,22,1,1,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,398,0.747335651727715,38,2,1,3,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,399,0.385649820805695,63,0,1,3,0,1,1,0,1,0,1,0,0,1,0,0,1,NA,3
2021,401,0.596681334203371,37,2,0,0,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,402,0.572570033825903,40,1,1,0,4,1,1,0,1,0,3,0,1,1,1,1,1,NA,2
2021,403,0.665808915185663,51,0,0,4,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,404,0.425232201651713,40,1,1,4,2,1,1,0,NA,1,3,3,0,1,0,0,0,NA,1
2021,405,0.465666463031952,69,1,0,3,5,1,1,0,1,0,1,0,0,0,0,1,1,NA,0
2021,407,0.792209155533739,33,2,1,4,2,1,1,0,1,0,3,0,1,1,1,1,1,NA,0
2021,410,1.11019312636233,37,2,1,1,1,1,1,0,1,0,3,0,1,1,1,1,1,NA,0
2021,411,0.705120569363098,40,1,0,0,6,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,1
2021,413,0.352957627882049,73,0,0,3,2,1,1,0,1,0,1,0,0,1,1,0,1,NA,1
2021,415,1.64969543387102,62,0,0,2,NA,0,0,0,0,0,0,0,NA,1,0,NA,NA,3,0
