"year_b","id_i","weight_d","respondent_age_o","respondent_education_level_o","in_the_workforce_b","household_income_quintile_o","main_source_emergency_funds_c","has_account_b","has_financial_institution_account_b","has_mobile_money_account_b","made_or_received_digital_payment_b","received_government_pension_b","received_government_transfers_c","received_government_pension_payment_c","used_phone_for_finance_b","owns_mobile_phone_b","saved_in_past_year_b","any_deposit_into_account_b","any_withdrawal_from_account_b","reason_no_account_c","borrowed_in_the_past_year_c"
2017,427,1.535206386546923,47,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,3
2017,428,0.2860514716047312,33,2,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,NA,2
2017,432,0.2860514716047312,49,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,2
2017,437,0.462539802860622,99,NA,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2017,438,0.38958256679898223,41,2,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,NA,1
2017,439,0.38380159663673075,43,0,0,1,0,1,1,0,NA,0,0,0,0,1,0,0,0,NA,1
2017,441,2.9536587195081534,21,1,0,3,2,1,1,0,1,0,1,0,0,1,0,0,1,NA,0
2017,442,0.562776638388657,23,2,1,4,2,1,1,0,1,0,1,0,1,1,1,1,1,NA,2
2017,444,0.47291454475911016,35,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,3
2017,445,0.2860514716047312,30,2,1,4,3,1,1,0,1,0,0,0,0,1,1,1,1,NA,2
2017,447,0.6895992242227059,38,1,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,NA,0
2017,454,1.2513573579757358,33,1,1,3,0,1,1,0,1,0,3,0,0,0,0,0,0,NA,0
2017,455,1.4429015458878813,48,0,0,0,0,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2017,456,0.2860514716047312,30,2,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,0
2017,457,1.2236705679819546,40,1,1,3,0,0,0,0,0,0,3,0,NA,0,0,NA,NA,1,1
2017,461,0.31527636317274,33,2,0,2,3,1,1,1,1,0,3,0,1,1,1,0,1,NA,3
2017,462,2.9536587195081534,22,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,NA,3
2017,464,1.5510460226474918,27,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,NA,1
2017,467,0.2860514716047312,32,2,1,4,3,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2017,469,2.9384095884850137,27,1,1,3,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,3
2017,470,0.9836991063474919,37,1,0,0,0,1,1,0,NA,0,0,0,0,1,0,0,1,NA,0
2017,471,0.2860514716047312,33,2,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2017,472,1.663276984939123,28,1,1,3,0,1,1,1,1,0,1,0,1,1,0,1,1,NA,1
2017,475,0.35692227578857944,32,2,0,4,5,1,1,0,NA,0,0,0,0,1,1,1,1,NA,2
2017,476,0.2860514716047312,45,2,0,4,1,1,1,1,1,0,0,0,1,1,0,1,1,NA,2
2017,478,0.4960083695022625,57,1,0,4,2,1,1,0,NA,0,0,0,0,1,0,1,0,NA,1
2017,479,0.48257523781199585,50,0,1,1,0,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2017,483,1.5510460226474918,24,1,0,1,0,1,1,0,1,0,3,0,NA,1,0,NA,NA,6,1
2017,484,0.2860514716047312,40,2,1,2,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,3
2017,485,0.2860514716047312,38,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,NA,1
2017,487,0.4960083695022625,51,1,0,4,0,1,1,0,1,1,1,1,1,1,0,1,1,NA,3
2017,488,0.2860514716047312,35,2,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,489,1.5473073640406303,45,0,0,2,0,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2017,490,0.2860514716047312,39,2,0,4,1,1,1,0,1,0,1,0,0,1,1,1,1,NA,2
2017,492,0.4658970211183314,38,1,0,4,0,1,1,0,1,0,0,0,0,1,1,1,1,NA,2
2017,493,1.5510460226474918,23,1,0,2,5,1,1,0,1,0,0,0,1,1,1,0,1,NA,1
2017,495,0.32383832546862207,32,2,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,497,0.6485053959419441,99,NA,0,3,2,1,1,0,1,0,0,0,NA,1,0,NA,NA,3,0
2017,498,0.572837383933928,64,0,0,0,0,1,1,0,1,0,1,0,NA,1,0,NA,NA,2,0
2017,499,1.4429015458878813,49,1,0,3,0,1,1,0,NA,0,3,0,0,1,0,0,0,NA,1
2017,501,0.5274389217994272,32,1,0,3,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,503,0.2860514716047312,50,1,0,2,0,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2017,505,0.6047469688748225,67,0,0,4,0,1,1,0,1,1,0,1,0,0,0,1,1,NA,1
2017,507,0.48096718196262694,40,1,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,NA,2
2017,508,0.3690969394659024,52,0,0,4,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,3
2017,513,0.48096718196262694,48,1,0,2,2,1,1,1,1,0,1,0,1,1,0,1,1,NA,1
2017,514,0.2860514716047312,33,2,0,2,0,1,1,1,1,0,1,0,1,1,1,1,0,NA,1
2017,516,1.879588129758262,56,0,0,1,0,1,1,0,1,0,1,0,NA,0,0,NA,NA,5,0
2017,517,1.8565526784593014,15,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,6,0
2017,518,1.1514047899101925,42,0,1,0,0,1,1,0,1,0,1,0,NA,1,0,NA,NA,5,0
2017,521,0.7659173574386122,25,2,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,5,0
2017,522,0.31514344007227757,25,2,1,3,0,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2017,524,0.35692227578857944,39,2,0,4,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2017,526,1.1774564932445721,35,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,NA,1
2017,530,2.494915477408685,19,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2017,532,0.2860514716047312,40,1,0,3,0,1,1,1,1,0,1,0,1,1,0,0,1,NA,1
2017,533,1.3791984484454118,32,1,0,4,3,1,1,0,1,0,0,0,0,0,0,0,1,NA,0
2017,535,0.2860514716047312,35,2,0,4,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,2
2017,540,0.7849709954963814,30,1,0,3,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,541,1.5823167653982813,39,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2017,542,0.32383832546862207,30,2,0,3,0,1,1,0,1,0,1,0,1,1,1,1,1,NA,2
2017,544,0.5274389217994272,30,0,0,2,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,4
2017,545,1.0548778435988544,32,1,1,1,4,1,1,0,1,0,1,0,0,1,0,1,1,NA,3
2017,547,0.3924854977481907,32,1,0,4,4,1,1,0,1,0,0,0,1,1,0,0,0,NA,1
2017,548,1.2427787775205685,22,2,0,2,5,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2017,553,1.3976910633549937,38,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,NA,1
2017,554,0.2860514716047312,37,1,0,1,0,1,1,0,NA,0,0,0,0,1,0,1,1,NA,0
2017,555,0.2860514716047312,32,2,1,4,0,1,1,1,1,0,0,0,1,1,1,1,1,NA,1
2017,558,0.7676031932734615,45,1,1,0,0,1,1,0,1,1,3,3,0,1,0,1,1,NA,1
2017,566,0.2860514716047312,35,2,1,3,4,1,1,1,1,0,3,0,1,1,1,0,1,NA,1
2017,567,0.47854938962587246,35,1,0,1,1,1,1,0,NA,0,0,0,0,1,1,0,0,NA,0
2017,571,0.32383832546862207,34,2,1,4,3,1,1,1,1,0,1,0,NA,1,1,0,1,NA,2
2017,573,1.5510460226474918,28,1,0,1,3,1,1,0,1,0,1,0,0,1,1,1,1,NA,0
2017,576,0.31514344007227757,16,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,NA,0
2017,577,0.49184955317374596,34,1,0,3,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,0,1
2017,578,0.2860514716047312,35,2,1,4,3,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2017,579,0.5248028287024007,28,2,1,4,0,1,1,1,1,0,0,0,1,1,0,1,1,NA,3
2017,580,0.2860514716047312,38,2,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,3
2017,583,1.1072908183977073,99,1,0,1,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,6,0
2017,586,0.8091156681082531,26,1,0,2,2,1,1,0,1,0,1,0,NA,0,0,NA,NA,NA,1
2017,587,0.3166732709364046,48,2,1,4,3,1,1,0,1,0,0,0,0,1,1,1,1,NA,2
2017,594,1.0548778435988544,30,1,0,2,0,1,1,0,1,0,1,0,0,1,0,0,1,NA,0
2017,597,1.3876194085818658,54,NA,0,4,0,1,1,0,NA,0,0,0,0,1,1,1,0,NA,0
2017,598,1.8223554408956406,47,0,0,1,0,1,1,0,1,1,1,1,NA,1,0,NA,NA,2,3
2017,599,0.7346023971212534,17,1,1,1,0,1,1,0,1,0,1,0,NA,1,1,NA,NA,0,2
2017,600,0.6188508928197672,21,1,0,4,0,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2017,602,0.9836991063474919,37,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,NA,2
2017,603,0.34307633413587996,28,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,NA,0
2017,605,0.5956589693894226,40,1,0,3,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2017,607,2.9536587195081534,16,1,0,3,5,0,0,0,0,0,3,0,NA,0,0,NA,NA,7,1
2017,609,2.475403571279069,27,0,0,3,0,1,1,0,1,0,0,0,0,1,1,1,1,NA,4
2017,611,0.992016739004525,99,1,0,3,0,0,0,0,0,0,NA,0,NA,1,0,NA,NA,1,1
2017,612,1.535206386546923,49,1,1,3,0,1,1,0,1,1,1,1,0,1,0,1,1,NA,1
2017,613,1.2377017856395345,29,1,0,3,0,1,1,0,1,0,0,0,NA,1,0,NA,NA,5,3
2017,614,1.5510460226474918,28,1,0,4,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,615,1.2513573579757358,32,1,0,2,0,1,1,0,1,0,1,0,1,0,0,0,0,NA,1
2017,617,0.2860514716047312,42,1,1,1,0,1,1,0,1,0,1,0,NA,1,0,NA,NA,5,0
2017,622,0.2860514716047312,36,2,1,4,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,4
2017,624,2.9536587195081534,24,1,0,0,2,1,1,0,1,0,1,0,NA,0,0,NA,NA,5,1
2017,630,0.9836991063474919,30,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,NA,1
2017,633,1.879588129758262,60,1,0,3,2,1,1,0,1,1,1,1,NA,0,0,NA,NA,1,0
2017,636,0.49184955317374596,32,1,1,4,3,1,1,1,1,0,1,0,1,1,0,1,1,NA,1
2017,638,0.462539802860622,53,1,0,2,0,1,1,0,1,1,0,1,0,1,1,0,1,NA,1
2017,639,0.2860514716047312,31,2,1,4,3,1,1,1,1,0,0,0,1,1,1,1,1,NA,1
2017,641,0.31514344007227757,22,1,0,3,2,1,1,1,1,0,0,0,1,1,1,1,1,NA,1
2017,642,2.494915477408685,20,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2017,643,0.5883939325871703,80,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,NA,0
2017,645,1.1072908183977073,66,0,0,1,0,1,1,0,NA,1,0,3,NA,1,0,0,1,NA,1
2017,647,0.31514344007227757,27,2,0,0,1,1,1,0,1,0,0,0,NA,1,0,1,1,NA,2
2017,648,0.2860514716047312,57,1,1,3,3,1,1,0,1,0,1,0,0,1,0,1,1,NA,3
2017,650,0.62817226765933,23,2,0,2,0,1,1,1,1,0,1,0,NA,1,0,0,1,NA,2
2017,652,0.2860514716047312,34,2,0,4,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2017,654,1.879588129758262,50,0,1,1,2,1,1,0,NA,0,0,0,0,1,1,1,1,NA,0
2017,658,1.0873244949086973,16,0,0,0,0,0,0,0,0,0,3,0,NA,0,0,NA,NA,5,0
2017,660,0.5311963576460116,30,2,0,3,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,2
2017,661,0.2860514716047312,46,1,1,1,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,2,0
2017,662,1.535206386546923,45,1,0,4,3,1,1,1,1,0,1,0,1,1,1,1,1,NA,0
2017,665,1.3976910633549937,36,0,1,3,0,1,1,0,1,0,3,0,0,1,0,1,0,NA,2
2017,666,0.6430679577945171,34,0,1,3,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,2,1
2017,667,2.9536587195081534,17,1,0,0,2,1,1,0,NA,0,0,0,NA,1,0,1,1,NA,0
2017,668,0.3690969394659024,50,1,0,4,0,1,1,0,1,1,1,1,0,1,0,0,1,NA,1
2017,669,1.4763877578636095,50,1,1,1,2,1,1,0,1,1,1,1,0,1,0,1,1,NA,3
2017,670,0.31514344007227757,20,1,0,3,0,1,1,0,1,0,1,0,0,1,1,1,1,NA,3
2017,671,1.8718451597493655,45,1,1,3,0,1,1,0,1,0,1,0,0,1,1,0,1,NA,1
2017,673,0.992016739004525,65,0,0,2,0,1,1,0,1,0,0,0,0,1,1,0,1,NA,3
2017,676,1.0548778435988544,30,1,0,3,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,4
2017,678,1.3976910633549937,31,1,0,0,0,1,1,0,1,0,1,0,NA,1,0,1,1,NA,1
2017,680,0.2860514716047312,49,1,1,3,2,1,1,0,1,0,1,0,NA,1,0,NA,NA,1,0
2017,681,1.5054024590743398,40,1,0,1,0,1,1,0,1,0,1,0,NA,0,0,NA,NA,0,0
2017,682,0.31514344007227757,29,2,0,4,0,0,0,0,0,0,2,0,NA,1,0,NA,NA,5,2
2017,683,0.2860514716047312,36,1,1,1,3,1,1,1,1,0,1,0,NA,1,0,0,0,NA,1
2017,684,0.8316384924695615,24,1,0,2,0,1,1,0,NA,0,0,0,NA,1,0,0,0,NA,2
2017,685,0.2860514716047312,45,1,0,1,2,1,0,1,1,0,0,0,NA,1,0,NA,NA,5,1
2017,686,0.9317940422366628,32,1,0,2,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,0
2017,687,0.4679612899373414,45,0,1,1,3,1,1,1,1,0,0,0,1,1,0,1,1,NA,1
2017,689,0.4971115110082274,28,2,0,4,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,3
2017,692,0.2860514716047312,33,2,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,3
2017,693,1.5510460226474918,29,1,0,2,0,1,1,1,1,0,0,0,1,1,1,1,1,NA,3
2017,694,0.2860514716047312,39,2,0,4,0,1,1,0,1,1,1,1,0,1,0,1,1,NA,1
2017,696,0.7545519993157275,17,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,NA,0
2017,698,0.2860514716047312,30,2,1,4,0,1,1,0,1,0,0,0,NA,1,1,1,1,NA,1
2017,700,0.9836991063474919,32,1,0,2,0,1,1,0,1,0,1,0,0,1,1,1,1,NA,1
2017,701,1.814240906624468,54,1,0,4,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,1,0
2017,703,0.2860514716047312,30,2,1,3,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2017,704,0.2860514716047312,30,2,1,0,0,1,1,1,1,0,1,0,NA,1,0,NA,NA,6,0
2017,705,0.8375630235457737,27,2,1,2,2,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2017,706,1.9238687278505078,46,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,0
2017,707,0.44473314836077343,99,2,1,3,1,1,1,0,1,0,2,0,0,1,0,0,0,NA,0
2017,709,1.3876194085818658,55,1,1,3,0,1,1,0,1,0,1,0,NA,1,0,NA,NA,6,1
2017,710,0.35692227578857944,31,2,0,2,0,0,0,0,0,0,3,0,NA,1,1,NA,NA,7,NA
2017,712,0.31514344007227757,21,2,0,4,2,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2017,714,0.9865378754920365,25,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,NA,1
2017,715,0.43813380516643485,57,1,0,4,0,1,1,0,1,0,1,0,1,1,1,1,1,NA,1
2017,719,0.6895992242227059,35,1,0,2,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,725,2.9536587195081534,18,1,1,3,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,1
2017,726,0.41878151177288686,23,2,1,2,1,1,1,1,1,0,0,0,1,1,1,0,1,NA,2
2017,728,0.41878151177288686,29,2,1,3,3,1,1,1,1,0,1,0,NA,1,1,1,1,NA,4
2017,729,0.31514344007227757,23,2,1,4,2,1,1,1,1,0,1,0,1,1,0,1,1,NA,3
2017,732,0.4500322078333389,54,1,0,4,0,1,1,0,1,1,0,1,0,1,0,0,1,NA,1
2017,733,0.45558886022391015,41,1,0,4,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,1,0
2017,734,2.2636559979471818,16,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,NA,0
2017,737,0.31527636317274,30,2,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,738,1.4880251085067875,51,1,1,2,2,1,1,1,1,0,3,0,1,1,0,1,1,NA,3
2017,739,0.4960083695022625,50,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,1
2017,740,2.0279127871381624,15,0,0,4,2,1,1,0,1,0,0,0,1,0,1,1,1,NA,0
2017,741,0.31514344007227757,25,1,0,4,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,1
2017,743,0.9570987792517449,34,1,0,3,0,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2017,744,2.9384095884850137,17,1,0,2,2,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,0
2017,748,0.31514344007227757,27,2,1,4,3,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2017,750,0.3249738483215433,25,2,0,2,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,751,0.33565296138735284,52,2,0,0,0,1,1,0,1,1,1,1,NA,1,1,1,1,NA,3
2017,752,0.2860514716047312,99,2,0,1,0,1,1,0,NA,0,0,0,0,1,1,0,1,NA,0
2017,753,2.494915477408685,18,1,0,2,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2017,756,0.2964887655738489,99,2,1,0,2,1,1,0,1,0,1,0,NA,1,1,NA,NA,5,2
2017,757,0.9836991063474919,35,1,1,2,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2017,758,2.9536587195081534,17,1,0,2,3,1,1,1,1,0,1,0,1,1,0,0,0,NA,0
2017,764,0.2860514716047312,46,2,1,4,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2017,766,0.3166732709364046,42,2,1,4,3,1,1,1,1,0,1,0,1,1,1,1,1,NA,2
2017,767,0.6188508928197672,16,1,1,4,2,1,1,1,1,0,0,0,0,1,1,1,1,NA,0
2017,768,0.9570987792517449,35,1,0,3,3,1,1,0,1,0,1,0,1,1,1,1,1,NA,3
2017,770,0.2860514716047312,32,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,1
2017,771,0.7849709954963814,33,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,NA,1
2017,772,1.9986919526812086,35,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,775,0.8316384924695615,20,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,0
2017,776,0.3690969394659024,55,0,1,0,0,1,1,0,NA,0,3,0,0,1,0,0,0,NA,1
2017,777,0.2860514716047312,30,1,0,1,0,1,1,0,NA,0,0,0,0,1,0,0,0,NA,1
2017,778,0.5883939325871703,65,0,0,1,0,1,1,0,1,0,1,0,NA,0,0,1,1,NA,0
2017,780,0.2860514716047312,32,2,1,2,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2017,783,0.31514344007227757,26,2,1,2,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,3
2017,785,0.31514344007227757,28,0,0,4,0,1,1,0,1,0,1,0,NA,1,0,NA,NA,NA,1
2017,787,1.8565526784593014,28,0,0,3,1,1,1,0,1,0,1,0,0,1,0,0,0,NA,0
2017,789,1.0873244949086973,22,1,1,3,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,790,0.31514344007227757,27,2,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,791,0.5311963576460116,32,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,2
2017,792,0.2860514716047312,35,2,0,1,0,1,1,1,1,0,3,0,1,1,1,1,1,NA,3
2017,794,0.4500322078333389,57,0,0,4,0,1,1,0,1,1,0,1,0,1,0,0,0,NA,4
2017,795,0.2860514716047312,38,2,1,4,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,4
2017,797,0.31514344007227757,24,2,1,4,5,1,1,0,1,0,0,0,1,1,1,1,1,NA,3
2017,798,1.5054024590743398,44,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,NA,1
2017,799,1.0873244949086973,29,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,NA,1
2017,801,0.3690969394659024,69,0,0,4,0,1,1,0,1,1,3,3,0,1,0,0,0,NA,1
2017,802,0.2860514716047312,30,1,1,3,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,4
2017,803,0.2860514716047312,35,2,0,2,0,1,1,0,1,0,1,0,0,1,0,1,0,NA,0
2017,804,2.9536587195081534,17,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2017,806,1.1072908183977073,66,1,0,2,0,1,1,0,1,1,1,1,0,1,0,1,1,NA,4
2017,812,1.2427787775205685,28,2,0,3,0,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2017,814,0.49184955317374596,36,1,0,4,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,1
2017,815,2.326569033971238,25,1,1,4,0,1,1,0,1,0,3,0,1,1,0,1,1,NA,1
2017,816,0.2860514716047312,50,2,0,4,0,1,1,1,1,1,0,3,0,1,0,1,1,NA,0
2017,818,1.9544700811243398,42,1,1,2,0,1,1,0,1,0,0,0,NA,1,1,NA,NA,1,2
2017,820,0.48096718196262694,45,1,1,4,1,1,1,0,1,0,0,0,NA,1,1,NA,NA,3,1
2017,822,2.8813643944137906,18,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,NA,0
2017,828,0.4658970211183314,31,1,0,4,2,1,1,1,1,0,0,0,1,1,0,1,0,NA,1
2017,829,0.4695067587634183,56,2,1,4,0,1,1,1,1,0,1,0,1,1,0,1,1,NA,1
2017,830,1.8001288313333557,54,1,0,2,2,1,1,0,1,0,NA,0,0,1,0,1,1,NA,2
2017,833,0.30830074553519543,47,2,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,3
2017,834,1.663276984939123,26,1,0,1,3,1,1,0,1,0,0,0,0,1,0,NA,NA,NA,0
2017,835,0.9619343639252539,46,0,0,1,0,1,1,0,1,0,3,0,0,1,0,0,0,NA,3
2017,839,1.0548778435988544,31,0,1,0,4,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2017,845,0.31514344007227757,25,2,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,NA,1
2017,847,0.9619343639252539,40,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1
2017,848,2.9536587195081534,24,1,1,2,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,3
2017,849,0.8375630235457737,21,2,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2017,850,0.5106115716257416,27,2,0,4,3,1,1,1,1,0,1,0,1,1,0,1,1,NA,3
2017,851,0.7881909079318503,37,2,1,2,2,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,1
2017,856,1.3876194085818658,65,1,0,4,0,1,1,0,1,0,2,0,0,1,1,1,1,NA,4
2017,858,1.9141975585034898,35,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,NA,1
2017,860,0.2860514716047312,33,2,1,2,0,1,1,0,1,0,1,0,NA,1,1,0,1,NA,4
2017,863,0.33283865602001916,36,2,0,4,3,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2017,865,1.9544700811243398,44,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,2
2017,868,0.8316384924695615,25,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2017,869,0.31514344007227757,21,2,0,4,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2017,872,0.7849709954963814,37,1,0,3,3,1,1,0,1,0,1,0,NA,1,1,NA,NA,6,4
2017,873,0.31527636317274,31,2,0,0,5,1,1,0,1,0,1,0,0,1,1,1,1,NA,3
2017,874,0.7545519993157275,21,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,NA,1
2017,875,0.462451118302793,40,2,1,4,0,1,1,0,1,0,1,0,0,1,1,1,1,NA,0
2017,878,0.992016739004525,63,1,0,4,5,1,1,0,1,0,1,0,1,1,1,1,1,NA,4
2017,880,0.4971115110082274,27,2,0,2,0,1,1,0,1,0,1,0,1,1,1,1,1,NA,2
2017,881,1.3667665806717302,42,1,0,4,0,1,1,0,1,0,3,0,1,1,1,1,1,NA,1
2017,884,0.8510821998472936,43,2,1,4,0,1,1,0,1,0,0,0,0,0,0,1,1,NA,1
2017,885,2.8813643944137906,16,1,0,4,0,1,1,0,1,0,0,0,1,0,1,1,0,NA,0
2017,886,0.7881909079318503,33,2,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2017,888,0.3337991652862415,26,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,NA,1
2017,889,0.6656773120400383,32,2,0,1,NA,1,1,0,1,0,1,0,0,1,1,1,1,NA,4
2017,890,1.9544700811243398,45,1,0,2,4,1,1,1,1,0,1,0,1,1,0,1,1,NA,4
2017,891,1.9986919526812086,30,1,0,2,0,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2017,892,0.4971115110082274,24,2,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2017,893,0.31527636317274,37,2,1,4,3,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2017,894,2.494915477408685,19,1,0,2,2,1,1,1,1,0,0,0,0,1,0,1,1,NA,0
2017,895,0.48257523781199585,76,0,0,4,2,1,1,0,1,1,1,1,1,1,0,1,1,NA,0
2017,898,0.2860514716047312,36,2,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,NA,1
2017,899,0.6895992242227059,30,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,NA,0
2017,902,1.4692047942425068,23,1,1,2,0,1,1,1,1,0,1,0,NA,1,0,NA,NA,5,3
2017,903,0.2860514716047312,33,2,0,2,0,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2017,905,0.31514344007227757,27,2,0,4,0,1,1,0,1,0,1,0,NA,1,1,NA,NA,0,1
2017,909,0.4658970211183314,33,1,0,1,3,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,1
2017,910,1.0263091462512115,30,1,0,4,0,1,1,0,1,0,1,0,NA,0,0,NA,NA,1,1
